대피소명,주소,위도,경도,유형,대피소명_정규
두산위브아파트 지하1층 주차장,"서울특별시 영등포구 신길로60나길 9(영등포동, 두산위브)",37.51486,126.91273,민방위대피시설,두산위브아파트지하1층주차장
두산위브트레지움아파트(삼각산동)(지하2~3층),"서울특별시 강북구 삼양로27길 95 (미아동, 두산위브트레지움아파트)",37.61776,127.01693,민방위대피시설,두산위브트레지움아파트(삼각산동)(지하2~3층)
두산위브파빌리온 지하2~3층,"서울특별시 종로구 삼봉로 81 (수송동, 두산위브파빌리온)",37.57256,126.98182,민방위대피시설,두산위브파빌리온지하2~3층
두산임대(아)경로당,서울특별시 구로구 도림로 59 (구로두산아파트 105동),37.4898,126.88868,무더위쉼터,두산임대(아)경로당
두산제1차APT경로당,서울특별시 중랑구 사가정로41길 9 (두산아파트),37.58165,127.0839,무더위쉼터,두산제1차APT경로당
두산제3차APT경로당,서울특별시 중랑구 면목로37길 57 (두산아파트),37.5797,127.08305,무더위쉼터,두산제3차APT경로당
두산초등학교 운동장,서울특별시 금천구 독산동 1002-5,37.46707,126.89102,지진대피소,두산초등학교운동장
두산타워(아)경로당,서울특별시 구로구 공원로 47 (도림두산베어스타워),37.50095,126.88965,무더위쉼터,두산타워(아)경로당
"두암빌딩 지하주차장 2, 3층","서울특별시 송파구 백제고분로 359, 두암빌딩 (석촌동)",37.50525,127.10597,민방위대피시설,"두암빌딩지하주차장2,3층"
두암어린이공원,서울특별시 영등포구 대림동 715,37.4955,126.89739,지진대피소,두암어린이공원
두영이지안 아파트 지하1층 주차장,"서울특별시 마포구 희우정로1길 48 (합정동, 두영이지안아파트)",37.55003,126.90646,민방위대피시설,두영이지안아파트지하1층주차장
두원아파트(지하주차장 1~2층),"서울특별시 중랑구 동일로 483 (면목동, 두원아파트)",37.57342,127.07979,민방위대피시설,두원아파트(지하주차장1~2층)
두원프라자아파트 지하 3~5층 주차장 - 송천동,"서울특별시 강북구 도봉로 157 (미아동, 두원프라자)",37.62274,127.027,민방위대피시설,두원프라자아파트지하3~5층주차장-송천동
두텁바위경로당,서울특별시 용산구 두텁바위로31길 28 (오케이 어린이집),37.54758,126.98038,무더위쉼터,두텁바위경로당
두텁바위공원,서울특별시 용산구 동자동 50,37.55213,126.97315,지진대피소,두텁바위공원
둔촌1동주민센터,서울특별시 강동구 양재대로84길 31,37.52342,127.1367,무더위쉼터,둔촌1동주민센터
둔촌1동 주민센터,,37.52345,127.13668,한파쉼터,둔촌1동주민센터
둔촌2동경로당,서울특별시 강동구 천호대로188길 39,37.53228,127.14322,"무더위쉼터, 한파쉼터",둔촌2동경로당
둔촌2동주민센터,서울특별시 강동구 천호대로186길 7,37.53334,127.14195,"무더위쉼터, 한파쉼터",둔촌2동주민센터
둔촌고등학교 운동장,서울특별시 강동구 명일로 140(둔촌동),37.53095,127.14391,지진대피소,둔촌고등학교운동장
둔촌동아아파트경로당,서울특별시 강동구 동남로49길 60-5 ,37.5332,127.14593,무더위쉼터,둔촌동아아파트경로당
둔촌신동아(아)경로당,서울특별시 강동구 양재대로96길 79,37.52915,127.14184,무더위쉼터,둔촌신동아(아)경로당
둔촌역청구(아)경로당,서울특별시 강동구 풍성로 194,37.5294,127.1332,무더위쉼터,둔촌역청구(아)경로당
둔촌오륜역 지하1층 역사,"서울특별시 강동구 강동대로 지하 303 (둔촌동, 둔촌오륜역)",37.51852,127.14091,민방위대피시설,둔촌오륜역지하1층역사
둔촌중학교,서울특별시 강동구 진황도로61길 25-30 (둔촌동),37.53034,127.14621,수해대피소,둔촌중학교
둔촌중학교 운동장,서울특별시 강동구 진황도로61길 25-30 (둔촌동),37.53023,127.14612,지진대피소,둔촌중학교운동장
둔촌푸르지오아파트경로당,서울특별시 강동구 명일로 172,37.53442,127.14718,무더위쉼터,둔촌푸르지오아파트경로당
둔촌프라자아파트경로당,서울특별시 강동구 천호대로 1238,37.53547,127.14825,무더위쉼터,둔촌프라자아파트경로당
둔촌하이츠아파트경로당,서울특별시 강동구 명일로 113,37.52948,127.14238,무더위쉼터,둔촌하이츠아파트경로당
둔촌현대3차아파트경로당,서울특별시 강동구 진황도로 211,37.52739,127.1448,무더위쉼터,둔촌현대3차아파트경로당
둔촌현대4차아파트경로당,서울특별시 강동구 진황도로 185,37.52953,127.14384,무더위쉼터,둔촌현대4차아파트경로당
뒷벌공원,서울특별시 서초구 방배중앙로 121(방배동),37.49046,126.98685,지진대피소,뒷벌공원
드나드리마을도서관,서울특별시 영등포구 신길로42길 1,37.5084,126.91134,무더위쉼터,드나드리마을도서관
등마루공원,서울특별시 강서구 등촌동 641-5,37.55603,126.85735,지진대피소,등마루공원
등마초등학교,서울특별시 강서구 등촌로35길 12(등촌동),37.54192,126.86162,수해대피소,등마초등학교
등마초등학교 운동장,서울특별시 강서구 등촌로35길 12(등촌동),37.54196,126.86206,지진대피소,등마초등학교운동장
등명중학교 운동장,서울특별시 강서구 공항대로39길 39(등촌동),37.55965,126.84317,지진대피소,등명중학교운동장
등서경로당,서울특별시 강서구 화곡로68길 8(등촌동),37.55916,126.85462,수해대피소,등서경로당
등서어르신사랑방,서울특별시 강서구 화곡로68길 8,37.55919,126.85457,"무더위쉼터, 한파쉼터",등서어르신사랑방
등서초등학교,서울특별시 강서구 화곡로58길 86(화곡동),37.55177,126.85497,수해대피소,등서초등학교
등서초등학교 운동장,서울특별시 강서구 화곡로58길 86(화곡동),37.55188,126.85494,지진대피소,등서초등학교운동장
등원중학교 운동장,서울특별시 강서구 화곡로65길 50(등촌동),37.55933,126.85131,지진대피소,등원중학교운동장
등촌10단지(아)어르신사랑방,서울특별시 강서구 화곡로63가길 67,37.56167,126.84855,무더위쉼터,등촌10단지(아)어르신사랑방
등촌11단지(아)어르신사랑방,서울특별시 강서구 공항대로43길 39,37.55921,126.84908,"무더위쉼터, 한파쉼터",등촌11단지(아)어르신사랑방
등촌1동주민센터,서울특별시 강서구 공항대로53가길 55,37.55583,126.85891,"무더위쉼터, 한파쉼터",등촌1동주민센터
등촌1복지관,"서울특별시 강서구 강서로68길 36(등촌동, 등촌주공1,2단지아파트)",37.56499,126.84251,수해대피소,등촌1복지관
등촌1종합사회복지관,서울특별시 강서구 강서로68길 36,37.564,126.8424,무더위쉼터,등촌1종합사회복지관
등촌2동주민센터,서울특별시 강서구 등촌로 143,37.54266,126.86251,"무더위쉼터, 한파쉼터",등촌2동주민센터
등촌3동주민센터,서울특별시 강서구 화곡로63길 96,37.55887,126.84792,"무더위쉼터, 한파쉼터",등촌3동주민센터
등촌3주공(아)경로당,서울특별시 강서구 강서로56나길 41,37.56125,126.84165,무더위쉼터,등촌3주공(아)경로당
등촌4단지(아)경로당,서울특별시 강서구 공항대로39길 59,37.56154,126.84314,"무더위쉼터, 한파쉼터",등촌4단지(아)경로당
등촌4 복지관,"서울특별시 강서구 공항대로39길 59(등촌동, 등촌4단지주공아파트)",37.56146,126.84334,수해대피소,등촌4복지관
등촌4종합사회복지관,서울특별시 강서구 공항대로39길 59,37.5608,126.8438,무더위쉼터,등촌4종합사회복지관
등촌5단지(아)어르신사랑방,서울특별시 강서구 공항대로39길 74,37.55978,126.84422,무더위쉼터,등촌5단지(아)어르신사랑방
등촌6단지(아)어르신사랑방,서울특별시 강서구 화곡로63가길 18,37.55998,126.84818,"무더위쉼터, 한파쉼터",등촌6단지(아)어르신사랑방
등촌7단지어르신사랑방,서울특별시 강서구 공항대로43길 104,37.56037,126.85223,한파쉼터,등촌7단지어르신사랑방
등촌7복지관,"서울특별시 강서구 공항대로43길 104(등촌동, 등촌주공7,8단지아파트)",37.56086,126.85177,수해대피소,등촌7복지관
,,,,,
등촌7종합사회복지관,서울특별시 강서구 공항대로43길 104,37.5602,126.8507,무더위쉼터,등촌7종합사회복지관
등촌9종합사회복지관,서울특별시 강서구 화곡로63가길 92,37.56183,126.8498,무더위쉼터,등촌9종합사회복지관
등촌9종합사회복지관(푸른),"서울특별시 강서구 화곡로63가길 92(등촌동, 등촌9단지주공아파트)",37.56159,126.84966,수해대피소,등촌9종합사회복지관(푸른)
등촌9종합사회복지관푸른경로당,서울특별시 강서구 화곡로63가길 92,37.56205,126.85009,"무더위쉼터, 한파쉼터",등촌9종합사회복지관푸른경로당
등촌경로당,서울특별시 강서구 화곡로66길 186-12 (등촌동),37.55376,126.86242,수해대피소,등촌경로당
등촌고등학교 운동장,서울특별시 강서구 공항대로39길 115(등촌동),37.56255,126.84442,지진대피소,등촌고등학교운동장
등촌근린공원,서울특별시 강서구 강서로62길 35(등촌동),37.56338,126.84179,지진대피소,등촌근린공원
등촌대림아파트 지하주차장 1층,"서울특별시 강서구 공항대로39길 100 (등촌동, 대림아파트)",37.56265,126.84666,민방위대피시설,등촌대림아파트지하주차장1층
등촌동대림(아)어르신사랑방,서울특별시 강서구 등촌로 137,37.54205,126.86286,무더위쉼터,등촌동대림(아)어르신사랑방
등촌동아이파크2단지어르신사랑방,서울특별시 강서구 등촌로 163,37.54391,126.86021,무더위쉼터,등촌동아이파크2단지어르신사랑방
등촌동아이파크아파트 지하주차장 1~2층,"서울특별시 강서구 등촌로 163 (등촌동, 등촌동아이파크)",37.54392,126.86023,민방위대피시설,등촌동아이파크아파트지하주차장1~2층
등촌아이파크1단지(아)어르신사랑방,서울특별시 강서구 등촌로 163,37.54384,126.8602,무더위쉼터,등촌아이파크1단지(아)어르신사랑방
등촌어르신사랑방,서울특별시 강서구 화곡로66길 186-12 ,37.55377,126.86241,"무더위쉼터, 한파쉼터",등촌어르신사랑방
등촌역 지하1~2층,"서울특별시 강서구 공항대로 지하 529 (등촌동, 등촌역9호선)",37.55117,126.86482,민방위대피시설,등촌역지하1~2층
등촌월드메르디앙(아)어르신사랑방,서울특별시 강서구 양천로 420,37.56465,126.84724,무더위쉼터,등촌월드메르디앙(아)어르신사랑방
등촌임광(아)어르신사랑방,서울특별시 강서구 등촌로 113,37.54033,126.86347,무더위쉼터,등촌임광(아)어르신사랑방
등촌주공10단지아파트 지하주차장 1층,"서울특별시 강서구 화곡로63가길 71 (등촌동, 등촌10단지주공아파트)",37.56236,126.84837,민방위대피시설,등촌주공10단지아파트지하주차장1층
등촌주공11단지아파트 지하주차장 1층,"서울특별시 강서구 공항대로43길 39 (등촌동, 등촌주공아파트11단지)",37.55915,126.84912,민방위대피시설,등촌주공11단지아파트지하주차장1층
등촌주공1단지어르신사랑방,서울특별시 강서구 강서로68길 36,37.56415,126.8419,무더위쉼터,등촌주공1단지어르신사랑방
등촌주공1단지어르신사랑방,서울특별시 강서구 강서로68길 36,37.56506,126.84237,한파쉼터,등촌주공1단지어르신사랑방
등촌주공3단지아파트 지하주차장 1층,"서울특별시 강서구 강서로56나길 37 (등촌동, 등촌3단지주공아파트)",37.56164,126.84111,민방위대피시설,등촌주공3단지아파트지하주차장1층
등촌주공5단지아파트 지하주차장 1층,"서울특별시 강서구 공항대로39길 74 (등촌동, 등촌5단지주공아파트)",37.56045,126.84487,민방위대피시설,등촌주공5단지아파트지하주차장1층
등촌주공6단지아파트 지하주차장 1층,"서울특별시 강서구 화곡로63가길 18 (등촌동, 등촌6단지주공아파트)",37.55967,126.84835,민방위대피시설,등촌주공6단지아파트지하주차장1층
